name,address,longitude_wgs84,latitude_wgs84
河北省医科大学第二医院（河北省医大二院）,河北省石家庄市和平西路215号,114.47616111083545,38.05738836344019
保定市妇幼保健院,河北省保定市环城南路1号,115.93148597253762,38.9165172929539
涿州市结核病医院,河北省保定市涿州市,115.969005615274,39.48433361139514
开滦医疗集团,河北省唐山市新华东道57号,118.19296942830604,39.623271780404686
唐山市第六医院,河北省唐山市路北区建设南路14号,118.17072052581479,39.6199672161237
峰峰矿务局第一医院,河北省邯郸市峰峰矿区鼓山南街2号,114.20184701792995,36.41931702090435
承德市中心医院（承德医学院第二附属医院）,河北省承德市西大街路北22号,117.9264159126641,40.98051379108464
承德市医院,河北省承德市粮市街,118.16755264172716,40.766670910456604
河北医科大附属唐山工人医院,河北省唐山市路北区文化路27号,118.17995152998729,39.62752894150617
秦皇岛市中医院,河北省秦皇岛市海港区海阳路209号,119.58310204698776,39.936304668797845
石油部天然气集团公司中心医院,河北省廊坊市新开路51号,116.71504784254637,39.519916753861516
河北医科大学中医学院附属医院石家庄市中医院,河北省石家庄市中山西路233号,114.4662602778819,38.042943101830026
河北省胸科医院河北省结核病医院,河北省石家庄市胜利北街372号,114.51229406447659,38.08863504428762
峰峰集团公司总医院,河北省邯郸市峰峰矿区鼓山南街2号,114.20235077879757,36.41975619978081
唐山市中医医院,河北省唐山市路北区康庄道6号,118.18029228925413,39.625794872258325
唐山市工人医院,河北省唐山市路北区文化路27号,118.17995152998729,39.62752894150617
河北医科大学中医学院附属医院,河北省石家庄市中山西路233号,114.46623264006777,38.04262777780528
衡水市哈励逊国际和平医院（国际和平医院）,河北省衡水市桃城区人民中路2号,115.68492281850659,37.73063634118719
河北大学附属医院,河北保定市裕华东路212号,115.50897325853543,38.85356099358736
河北医科大学第四医院,河北省石家庄市健康路12号,114.50287864033385,38.049062743430255
秦皇岛市妇幼保健院,河北省秦皇岛市海港区红旗路452号(火车站西行200米),119.580274745095,39.961152517174554
秦皇岛市第一医院,河北省秦皇岛市海港区文化路258号,119.59534676984654,39.937508705946314
中国人民解放军第二六六医院,河北省承德市大佛寺北,117.94259769021669,41.017935283446114
石家庄市第一医院,河北省石家庄市长安区范西路36号,114.50877465379105,38.03748725195179
邯郸荣耀心血管病医院,河北省邯郸市望岭西路10号,114.4748897355808,36.62585394954122
中国人民解放军第二五一医院（251医院）,河北省张家口市建国路13号,114.89333438645342,40.80532304451507
武警河北总队医院（河北石家庄武警医院）,河北省石家庄市新华西路130号武警河北总队医院,114.42567764287476,38.04952707031122
秦皇岛市中医医院,河北省秦皇岛市海港区中医医院,119.54944493076144,39.93043768849618
哈励逊国际和平医院（衡水市人民医院）,河北省衡水市桃城区人民中路2号,115.68492281850659,37.73063634118719
山西医科大学第二医院（山西红十字医院）,山西省太原市五一路382号,112.56992456151534,37.87837861928125
山西省人民医院,山西省太原市双塔寺东街26号,112.57149266982628,37.84657739634569
太原市中心医院,山西省太原市解放路东三道巷1号,112.55296311199993,37.87212429321631
大同市第三人民医院,山西省大同市新建南路医卫街1号,113.28064047085763,40.07421742245471
山西医科大学第一医院（山西医科大学第一临床医学院）,山西省太原市解放南路85号,112.54908531187934,37.85285351611934
长治医学院附属和平医院,山西省长治市延安南路50号,113.10913573200382,36.17214929224009
山西中医学院附属医院,山西省太原市晋祠路一段65号,112.52331615012764,37.843261536041204
山西省眼科医院,山西省太原市府东街100号,112.55724017597932,37.87169681700042
山西省中医药研究院,山西省太原市迎泽区,112.60148129978715,37.833547782957574
太原铁路中心医院（铁路中心医院）,山西省太原市府东街27号,112.57296314418403,37.87197862282215
山西省肿瘤医院,山西太原市职工新街3号,112.59302072170789,37.88660402148688
长治医学院附属和济医院（和济医院）,山西省长治市太行东街271号,113.13052437190802,36.20138454769104
运城市中心医院（运城地区人民医院）,东院地址：运城市河东东街3690号,111.02896784527248,35.0347050639591
山西省中医学院附属医院（山西省中医药研究所、山西省中医附院）,山西省山西太原市并州西街46号,112.56088074206276,37.85065238826799
山西中医学院中西医结合附属医院,山西省太原市府东街13号,112.57630576161387,37.87206108975069
山西省妇幼保健院,山西省太原市新民北正街13号,112.54089172312048,37.89379045640273
晋城煤业集团总医院（晋煤集团总医院）,山西省晋城市城区北石店,112.9015810380726,35.550655450725145
山西省精神卫生中心（精神卫生中心、太原精神病医院）,山西省太原市南城区南十方街55号,112.5995601727882,37.83261284812273
山西省永济五七五工厂职工医院,山西省运城市永济市,110.4424994135303,34.86790774139803
山西解放军264医院（山西264医院）,山西太原市桥东街中段30号,112.56967172396536,37.85651820562344
山西省儿童医院,山西省太原市新民北街13号,112.56688260804879,37.87974431636167
运城市中医医院,山西省运城市中银大道5号,111.0097892086449,35.02374908583324
中国人民解放军第二六四医院,山西省太原市迎泽区桥东街,112.57586247902246,37.8569426668997
山西第三人民医院肿瘤医院山西肿瘤研究所,山西省太原市职工新街3号,112.59329401589736,37.88556099988964
山西省心血管疾病医院,漪汾街院区：山西省太原市漪汾街18号；文源巷院区：山西省太原市文源巷6号,112.51964372693249,37.87286892042142
山西省太原市中心医院,解放路东三道巷1号,112.55296311199993,37.87212429321631
赤峰市医院,内蒙古自治区赤峰市昭乌达路中段1号,118.94756236115538,42.267793046722346
内蒙古医学院附属医院,内蒙古自治区呼和浩特市回民区通道北街1号,111.6458292896385,40.840204465518504
兴安盟人民医院,内蒙古自治区兴安盟乌兰浩特市罕山东街12号,122.06869699289967,46.08832395533239
内蒙古民族大学附属医院（民族大学附院）,内蒙古通辽市科尔沁区霍林河大街,122.28274495125099,43.623696239035894
内蒙古自治区中蒙医院,内蒙古呼和浩特市健康街15号,111.66835512410687,40.812531572924186
通辽市医院,内蒙古自治区通辽市科尔沁大街668号,122.27090728767377,43.61021045253096
内蒙古自治区医院（自治区医院）,内蒙古呼和浩特市新城区昭乌达路20号,111.68667535385362,40.81503060046039
内蒙古医学院第二附属医院（内蒙古医学院二附院）,内蒙古自治区呼和浩特市营坊道1号,111.65305922420234,40.81875278246168
内蒙古妇幼保健院,内蒙古自治区呼和浩特市公园东路50号,111.66413075152181,40.81067562786334
内蒙古胸科医院,内蒙古自治区呼和浩特市新城区新城北街,111.6788100603957,40.830439692079956
内蒙古医学院第一附属医院,内蒙古呼和浩特市通道北街1号,111.6458292896385,40.840204465518504
内蒙古自治区中蒙医医院,内蒙古自治区呼和浩特市新城区健康街11号,111.66806068957945,40.81187533682696
中国人民解放军第二五三医院,内蒙古自治区呼和浩特市爱民路111号,111.70194219128071,40.84460374167034
内蒙古自治区精神卫生中心,内蒙古乌兰察布市西路181号,113.12573353719553,40.99293321831328
内蒙古自治区妇幼保健院,内蒙古呼和浩特市回民区公园东路50号,111.66413075152181,40.81067562786334
鞍钢集团公司铁东医院,辽宁省鞍山市铁东区健身街3号,123.005373133265,41.11809254571778
鞍钢总医院,辽宁省鞍山市铁东区健身街3号,123.00575310474999,41.11836703680727
鞍山钢铁集团公司长甸医院,辽宁省鞍山市铁东区长大街94号,122.99220761943916,41.08157086474545
鞍山钢铁集团公司精神康复医院,辽宁省鞍山市立山区深沟寺三区第二转盘南,123.0360728169734,41.11896284522585
鞍山钢铁集团公司立山医院,辽宁省鞍山市立山区双山路八里32号,123.03518478162803,41.11798052476903
鞍山市博爱眼科医院,辽宁省鞍山市铁东区园林路58号（九中对面）,123.00362152989638,41.11160086396883
鞍山市妇儿医院,辽宁省鞍山市铁西区三道街115号,122.96984175270443,41.104408050829925
鞍山市中心医院,辽宁省鞍山市铁东区南中华路77号,123.01791386357633,41.13170371674688
鞍山市中医院,辽宁省鞍山市铁东区新营路15号,123.00447109074898,41.085121684518946
本钢总医院,辽宁省本溪市平山区人民路29号,123.75995176051025,41.29390345890241
本溪钢铁（集团）公司总医院（钢铁总医院、中国医科大学第五临床医院）,辽宁省本溪市平山区人民路29号,123.76091536696511,41.29319415151739
本溪市金山医院（金山医院）,辽宁省本溪市明山区水塔路矿院街16号,123.7754145044936,41.29924175794571
本溪市中心医院,辽宁省本溪市明山区北光路45号,123.76505993450071,41.29981189973323
朝阳市第二医院,辽宁省朝阳市双塔区朝阳大街四段26号,120.43993442311114,41.562588248726804
朝阳市中心医院,辽宁省朝阳市朝阳大街二段6号,120.43854318550713,41.549906275724496
大连北海医院,辽宁省大连市西岗区胜利路80号,121.60490385293474,38.902450098195544
大连大学附属新华医院（新华医院）,辽宁省大连市沙河口区万岁街156号（原老五院）,121.5956584669142,38.90079506357072
大连大学附属中山医院（中山医院）,辽宁省大连市中山区解放街6号,121.64364132520117,38.91615091252427
大连大学医学院附属医院（连大附院、肛肠病院）,辽宁省大连市沙河口区万岁街156号,121.59521015195746,38.90020391476444
大连儿童医院,辽宁省大连市西岗区中山路154号,121.62336506325869,38.91160871236364
大连市第二人民医院,辽宁省大连市西岗区宏济街29号,121.61611513816193,38.91761546392817
大连市第六人民医院（大连市传染病医院）,辽宁省大连市中山区春海街1号,121.67206380611627,38.91910653032897
大连市第七人民医院（大连市心理医院）,辽宁省大连市甘井子区凌水路179号,121.51778592732099,38.87521969187288
大连市第三人民医院,辽宁省大连市甘井子区千山路40号,121.573566976814,38.979109089642826
大连市儿童医院,辽宁省大连市西岗区中山路154号,121.62406395752616,38.911822612746136
大连市妇产医院大连市妇幼保健院,辽宁省大连市沙河口区敦煌路1号,121.57185640983991,38.930704073983634
大连市友谊医院（友谊医院）,辽宁省大连市中山区三八广场,121.65201979083639,38.920257076782754
大连市友谊医院大连市红十字会医院,辽宁省大连市中山区三八广场8号,121.65201979083639,38.920257076782754
大连市中心医院,辽宁省大连市西南路830号　,121.57069430539931,38.93480217886654
大连市中医医院,辽宁省大连市中山区解放路321号,121.6382752529811,38.90128276667656
大连市中医院,辽宁省大连市中山区解放路321号,121.6382752529811,38.90128276667656
大连医科大学附属第二医院（连医大附二院）,辽宁省大连市沙河口区中山路467号,121.56548249961165,38.88191012566014
大连医科大学附属第一医院（医大附一院）,辽宁省大连市中山路222号,121.60693511698506,38.909237246012104
丹东市第一医院,辽宁省丹东市金汤街7号,124.39143975516238,40.132750652518986
丹东市中心医院,辽宁省丹东市振兴区人民街70号,124.35080379665408,40.10036932883973
丹东市中医院,辽宁省丹东市振兴区锦山大街20号,124.38319791781879,40.127604161439244
抚顺矿务局总医院（矿总医院）,辽宁省抚顺市新抚区中央大街24号,123.9019190681793,41.85485137559578
抚顺市第二医院,辽宁省抚顺市丹东路东段61号,123.7901037995825,41.852259177055174
抚顺市中心医院,辽宁省抚顺市顺城区新城路中段5号,123.9115357538951,41.88109462396819
抚顺市中医院,辽宁省抚顺市新抚区站前街9号,123.90448438065836,41.860983708336015
阜新矿务局总医院,辽宁省阜新市海州区保健街43号,121.64645201847334,42.00515903516661
阜新矿业（集团）总医院,辽宁省阜新市海州区保健街43号,121.64659255737607,42.00660191564009
阜新市中心医院,辽宁省阜新市海州区中华路74号,121.65547359235187,42.01325385150507
葫芦岛市中心医院,葫芦岛市连山大街15号,120.85564659612659,40.759020946263604
葫芦岛市中医院（葫芦岛市医院二部）,辽宁省葫芦岛市龙港区,120.83729700753916,40.70996171603444
锦州市中心医院,辽宁省锦州市古塔区上海路二段51号,121.11978318520227,41.118568479147896
锦州医学院附属第三医院,辽宁省锦州市古塔区重庆路2段28号,121.12005885738083,41.12727958561796
锦州医学院附属第一医院,辽宁省锦州市古塔区人民街五段二号,121.12440384495726,41.13246292755865
辽河油田中心医院（油田医院）,辽宁省盘锦市兴隆台区振兴街迎宾路26号,122.07444559658387,41.12333926860518
辽宁省妇幼保健院,辽宁省沈阳市和平区砂阳路240号,123.38797623448448,41.76632204217546
辽宁省金秋医院（金秋医院）,辽宁省沈阳市沈河区小南街317号,123.44570123018669,41.772486783640204
辽宁省人民医院,辽宁省沈阳市沈河区文艺路33号,123.44715258016906,41.773606337898904
辽宁省血栓病中西医结合医疗中心沈阳市苏家屯区中医院,辽宁省沈阳市苏家屯区雪松路49号,123.32730732046895,41.66133328127148
辽宁省中医研究院,辽宁省沈阳市皇姑区黄河北大街60号,123.41108118060501,41.86071927308101
辽宁省中医院（辽宁中医药大学附属医院）,辽宁省沈阳市皇姑区北陵大街33号,123.42381093489479,41.82955943620077
辽宁省肿瘤医院,辽宁省沈阳市大东区小河沿路44号,123.46684400328836,41.79157590729956
辽宁医学院附属第三医院,辽宁省锦州市古塔区重庆路2段28号,121.12005885738083,41.12727958561796
辽宁医学院附属第一医院,辽宁省锦州市古塔区人民街五段二号,121.12440384495726,41.13246292755865
辽宁中医学院附属医院（中医附院）,辽宁省沈阳市皇姑区北陵大街33号,123.42761722097916,41.82899836083574
